step,transactionType,amount,initiator,oldBalInitiator,newBalInitiator,recipient,oldBalRecipient,newBalRecipient,isFraud
120,PAYMENT,562.91,4839582820811103,183.06,183.06,15-0002938,135166.92,135166.92,0
131,TRANSFER,17389.78,4816930839313511,3676410.56,3659020.79,4707081967651405,0.0,17389.78,0
76,TRANSFER,39383.06,4268733248301975,2939719.37,2900336.31,4153345939187783,19690.33,59073.38,0
119,PAYMENT,656.91,4238588413950312,3019955.4,3019298.49,12-0008138,90015.66,90672.57,0
35,PAYMENT,574.56,4538543175704230,3309379.07,3308804.5,23-0000273,67821.73,68396.29,0
49,TRANSFER,17972.21,4703449929840263,4417491.9,4399519.69,4031094764254411,217224.49,235196.7,1
134,PAYMENT,667.43,4664990722570430,3432193.54,3431526.11,36-0009713,156132.06,156799.48,0
81,PAYMENT,538.96,4923281304904248,3763288.75,3762749.79,12-0002554,313348.45,313887.41,0
20,PAYMENT,4267.19,4393445117088074,4032332.43,4028065.24,85-0002240,55029.4,59296.59,0
36,PAYMENT,563.64,4046346451276963,5090454.02,5089890.38,73-0005523,111436.42,112000.06,0
45,PAYMENT,2510.73,4119938270441315,3965172.95,3962662.21,00-0001125,183424.86,185935.59,0
123,TRANSFER,27838.14,4519509605577473,2963169.98,2935331.84,4194391417459378,158436.8,186274.95,0
11,DEPOSIT,159936.92,4017158909040304,2062147.59,2222084.51,71-0004097,1797.76,1797.76,0
114,PAYMENT,534.24,4827039177655629,-60586.81,-61121.05,01-0009008,69230.8,69765.04,0
60,PAYMENT,581.23,4633974992049489,3001821.01,3001239.78,64-0008162,83938.45,84519.68,0
11,DEPOSIT,242227.64,4509224668834348,1767519.51,2009747.15,27-0002910,2959.17,2959.17,0
133,PAYMENT,15571.47,4905915357619722,3769893.19,3754321.72,15-0007890,123438.54,139010.01,0
9,DEPOSIT,124919.83,4265189525144997,1509522.56,1634442.38,85-0005579,2340.11,2340.11,0
118,PAYMENT,572.07,4973299039038503,2138402.91,2137830.84,39-0008164,186230.96,186803.03,0
84,TRANSFER,17341.61,4893205617558579,2664052.25,2646710.65,4297644802528587,0.0,17341.61,0
36,TRANSFER,16919.78,4635508318792477,4216835.64,4199915.86,4212495411246919,0.0,16919.78,0
58,PAYMENT,642.4,4589391860136625,3385980.57,3385338.17,14-0001620,96951.24,97593.64,0
136,WITHDRAWAL,118447.57,4201775077253074,2846737.4,2728289.83,26-0007920,316879.95,316879.95,0
142,PAYMENT,8048.75,4715549029440900,3437608.36,3429559.6,58-0004486,247786.18,255834.94,0
76,TRANSFER,16886.39,4326498976615091,3176690.39,3159804.0,4405358908112720,20555.84,37442.22,0
41,PAYMENT,7732.92,4835629583505275,5077681.11,5069948.19,85-0009080,129097.35,136830.27,0
24,PAYMENT,628.92,4365507888190100,4060681.44,4060052.52,32-0001494,19119.94,19748.87,0
72,TRANSFER,17223.37,4447106963735616,3347379.91,3330156.54,4486122168481874,0.0,17223.37,0
29,PAYMENT,544.9,4020705840310470,1945242.89,1944697.98,34-0000592,40672.95,41217.85,0
120,PAYMENT,3145.68,4207891052785313,2673296.01,2670150.33,93-0003038,208006.83,211152.51,0
10,DEPOSIT,67416.38,4096375822814961,1938904.68,2006321.06,46-0007851,3460.25,3460.25,0
100,PAYMENT,534.01,4993628227653994,2206895.95,2206361.94,32-0001884,84822.87,85356.87,0
22,TRANSFER,23973.41,4315925736270042,3348275.63,3324302.22,4535933216977999,16896.95,40870.36,1
30,PAYMENT,591.22,4375794866517136,4367074.57,4366483.35,13-0000995,96490.12,97081.35,0
57,TRANSFER,86194.04,4537354112951350,2939574.74,2853380.69,4338111204370944,208398.06,294592.11,1
4,TRANSFER,17023.68,4295268855942453,9439.36,9439.36,4388959134699892,20784.24,20784.24,0
8,TRANSFER,19690.33,4606516760406921,1098700.1,1079009.77,4152040559904820,16810.74,36501.07,0
122,PAYMENT,557.98,4308658398341988,2804903.91,2804345.93,57-0008438,161262.92,161820.9,0
32,TRANSFER,17005.96,4450751975259388,2593027.81,2576021.85,4706358783913461,0.0,17005.96,1
49,PAYMENT,553.88,4018277244978728,5116468.56,5115914.68,16-0004875,145880.92,146434.79,0
125,PAYMENT,548.02,4004401419393325,2124604.08,2124056.06,66-0000353,84424.65,84972.67,0
34,PAYMENT,549.26,4081624938484467,3123102.75,3122553.48,33-0008149,39263.75,39813.01,0
130,PAYMENT,596.69,4245745843396216,3459395.33,3458798.64,05-0003644,207050.16,207646.85,0
47,TRANSFER,17108.16,4732998155338405,3428298.1,3411189.94,4103200849408228,0.0,17108.16,1
35,PAYMENT,583.51,4315696048003260,2771500.1,2770916.59,12-0008983,48088.08,48671.59,0
60,PAYMENT,545.85,4023141804777313,2721522.15,2720976.3,14-0004233,112464.79,113010.64,0
114,PAYMENT,625.71,4029627549826328,2895548.29,2894922.58,67-0002562,150223.95,150849.66,0
75,TRANSFER,16825.05,4691726788725725,2102356.6,2085531.56,4767542706495484,89785.46,106610.51,1
36,DEPOSIT,173691.86,4928885026476643,2070192.33,2243884.18,62-0009453,67315.04,67315.04,0
121,PAYMENT,597.9,4792630347833723,2084181.27,2083583.37,24-0001049,186200.22,186798.12,0
60,TRANSFER,21966.03,4785262070554786,3349311.52,3327345.49,4234037833980768,54077.51,76043.54,1
99,TRANSFER,16908.07,4975980287425777,3218809.73,3201901.67,4230122295680132,0.0,16908.07,0
143,DEPOSIT,94132.08,4151101394894757,3833256.13,3927388.2,80-0002861,211636.86,211636.86,0
14,TRANSFER,25063.12,4226880948918151,4046981.27,4021918.15,4273726527932158,0.0,25063.12,0
4,PAYMENT,553.88,4801366745419729,0.0,0.0,72-0008782,0.0,0.0,0
96,DEPOSIT,164270.2,4449212846167494,2349096.69,2513366.9,00-0005910,189114.45,189114.45,0
114,PAYMENT,544.03,4527667423899345,1064827.6,1064283.57,90-0009185,246497.43,247041.46,0
14,PAYMENT,6007.86,4520127109979751,2843835.79,2837827.93,42-0004610,81386.73,87394.59,0
40,PAYMENT,5684.6,4678171831566700,4285713.06,4280028.45,34-0001678,91770.72,97455.33,0
7,DEPOSIT,118939.05,4967261108580425,3140.13,122079.18,92-0000945,2867.33,2867.33,0
18,PAYMENT,538.49,4250724519693166,3124244.94,3123706.44,51-0000275,9695.59,10234.08,0
37,TRANSFER,75284.86,4386128047777359,3845144.44,3769859.58,4188681840888310,3437951.84,3513236.69,0
31,PAYMENT,591.43,4367064785404034,2566763.45,2566172.02,82-0002588,101670.05,102261.48,0
141,PAYMENT,622.93,4353932500350409,2283530.03,2282907.1,05-0001475,173273.71,173896.64,0
89,TRANSFER,75248.77,4444652279262244,450115.45,374866.68,4606706401765286,88073.34,163322.11,0
49,TRANSFER,16804.02,4305990059454989,4081436.09,4064632.08,4640541858692974,0.0,16804.02,0
82,PAYMENT,657.0,4086549041423448,1712211.96,1711554.97,65-0002289,153844.77,154501.77,0
137,PAYMENT,627.64,4551947910368536,-36707.92,-37335.56,99-0001830,242630.05,243257.69,0
142,TRANSFER,57668.05,4858642079520668,822974.73,765306.68,4260027683999718,298294.63,355962.67,0
15,TRANSFER,510933.71,4318221808236682,4281609.36,3770675.65,4278758860897065,0.0,510933.71,0
112,PAYMENT,561.31,4477198349293033,1624617.69,1624056.39,82-0008438,134844.38,135405.69,0
111,TRANSFER,73940.97,4078126749383719,-86764.71,-86764.71,4810612162030310,0.0,0.0,0
11,PAYMENT,12014.74,4469321909402790,1991105.61,1979090.87,52-0009377,2255.87,14270.61,0
23,DEPOSIT,175966.89,4711043189371463,3446465.06,3622431.94,86-0000403,65971.27,65971.27,0
35,TRANSFER,16932.15,4493296663358851,3355049.23,3338117.08,4972709129064715,79889.1,96821.25,0
36,TRANSFER,74073.0,4372255606001065,-106356.35,-106356.35,4413498293103866,27569.43,27569.43,0
22,DEPOSIT,66899.67,4228449679431442,2813109.78,2880009.45,86-0009674,41081.23,41081.23,0
139,TRANSFER,17443.62,4670030695484525,4533375.19,4515931.57,4094357050018897,0.0,17443.62,0
109,TRANSFER,19896.02,4130932200508272,3332760.54,3312864.53,4996380553342258,0.0,19896.02,0
128,PAYMENT,609.39,4862705358385030,2278722.08,2278112.69,45-0005840,123856.85,124466.23,0
38,TRANSFER,19923.35,4001090159212135,2246821.1,2226897.75,4190219476875586,0.0,19923.35,0
133,PAYMENT,536.19,4793141861925787,2548916.09,2548379.91,05-0001191,184947.91,185484.1,0
41,DEPOSIT,259727.99,4026958051383181,4262331.97,4522059.96,83-0000274,91641.92,91641.92,0
0,TRANSFER,17504.18,4021674353677858,72925.07,55420.88,4434548814942690,87.77,17591.96,0
44,TRANSFER,17572.83,4910577514432168,2751720.1,2734147.27,4619751755812404,0.0,17572.83,0
49,TRANSFER,17005.96,4985985192169665,4117528.98,4100523.02,4541942045707271,0.0,17005.96,0
129,PAYMENT,540.54,4783261954407212,2134851.99,2134311.45,92-0004925,54243.39,54783.93,0
40,DEPOSIT,206830.71,4114810734194480,3102429.08,3309259.78,53-0006259,151546.01,151546.01,0
131,PAYMENT,560.47,4156343494287335,1028076.92,1027516.44,62-0002301,235334.57,235895.04,0
14,PAYMENT,535.27,4875740435287425,2999599.28,2999064.01,93-0006929,6501.92,7037.19,0
129,TRANSFER,16840.63,4903917579581682,2043289.02,2026448.4,4906234020511749,16490.55,33331.18,1
107,TRANSFER,19784.99,4509224668834348,2056525.88,2036740.89,4605995886313123,0.0,19784.99,0
15,DEPOSIT,180326.43,4973299039038503,3690663.31,3870989.74,55-0008384,5887.56,5887.56,0
56,PAYMENT,567.49,4987186561209426,3891388.31,3890820.82,22-0003773,157955.82,158523.31,0
45,DEPOSIT,149520.88,4502350649023938,3879501.47,4029022.35,15-0004446,130785.34,130785.34,0
88,PAYMENT,614.26,4570288153530368,2419886.74,2419272.48,60-0000979,45319.71,45933.96,0
50,TRANSFER,24711.79,4547203558388023,3566266.73,3541554.95,4387427703330886,35081.05,59792.84,0
19,WITHDRAWAL,109788.4,4340225398564629,3618343.08,3508554.68,23-0003158,21009.51,21009.51,0
106,PAYMENT,583.92,4002398333581922,2546659.74,2546075.82,61-0000997,130179.24,130763.16,0
62,TRANSFER,27190.74,4540702291644912,3192108.6,3164917.86,4431385557929771,0.0,27190.74,0
110,TRANSFER,16959.07,4004880343149707,2841248.68,2824289.61,4211904141308205,148823.09,165782.16,0
95,TRANSFER,16866.78,4539511906436082,2686580.28,2669713.51,4814595718024893,0.0,16866.78,0
60,TRANSFER,20384.54,4751316402526548,3611226.05,3590841.52,4883165605237416,0.0,20384.54,0
137,TRANSFER,17160.96,4815980742486848,4111474.34,4094313.38,4228836522260897,0.0,17160.96,0
96,TRANSFER,16866.78,4210995960703519,1951208.52,1934341.74,4864428537061574,41223.07,58089.85,1
109,PAYMENT,583.51,4156432141224526,3061264.38,3060680.87,94-0009819,83640.89,84224.4,0
124,PAYMENT,614.26,4086237196721010,-55020.53,-55634.79,10-0002345,145159.14,145773.4,0
13,DEPOSIT,146928.4,4634311096994550,1829084.05,1976012.45,60-0009862,17002.16,17002.16,0
65,TRANSFER,17190.81,4184365722055164,4128812.88,4111622.07,4245391124825845,76240.62,93431.43,0
120,TRANSFER,25527.25,4040086185937359,1756403.83,1730876.58,4054459755338899,0.0,25527.25,0
43,PAYMENT,2750.33,4618632046342768,3571792.56,3569042.23,53-0005019,120536.18,123286.51,0
4,TRANSFER,16825.05,4818191507270420,-125193.97,-142019.02,4301116021526290,16671.2,33496.24,0
132,PAYMENT,545.95,4630596119629712,-107145.1,-107691.05,86-0001377,309377.2,309923.16,0
110,TRANSFER,23548.89,4245745843396216,3734406.31,3710857.42,4962838970216470,38370.89,61919.78,0
129,PAYMENT,637.09,4448039536582158,1411679.44,1411042.35,85-0006515,125948.49,126585.58,0
46,DEPOSIT,114682.81,4959017811368080,3649975.58,3764658.39,77-0004787,168475.2,168475.2,0
20,TRANSFER,21317.16,4584659141986777,3133977.26,3112660.09,4679662045526984,20019.6,41336.76,1
43,PAYMENT,596.19,4617735426947725,3233389.21,3232793.02,00-0003843,60712.7,61308.89,0
49,TRANSFER,16886.39,4792367519131632,4261930.8,4245044.42,4745240784909107,0.0,16886.39,0
48,PAYMENT,8762.39,4179642453194637,1238189.05,1229426.66,31-0001175,152335.17,161097.56,0
66,TRANSFER,17443.62,4975980287425777,3388881.78,3371438.17,4578743999900805,110603.12,128046.74,0
10,DEPOSIT,140429.33,4599868031416679,1306590.73,1447020.05,90-0007109,2835.11,2835.11,0
23,PAYMENT,576.48,4209691664590236,2963786.79,2963210.32,55-0002203,43626.96,44203.44,0
3,PAYMENT,556.85,4160578257151889,221385.21,220828.36,44-0001683,0.0,556.85,0
29,TRANSFER,19718.38,4989677757655800,2712189.52,2692471.14,4099150166214426,0.0,19718.38,1
1,DEPOSIT,139081.6,4558622003358032,18.03,139099.62,72-0004948,616.44,616.44,0
12,PAYMENT,605.63,4138924099598557,1233377.14,1232771.51,22-0001239,5361.16,5966.78,0
26,TRANSFER,16989.35,4635755747355398,3044266.79,3027277.44,4727556258697940,111012.98,128002.33,1
77,PAYMENT,539.98,4701611845800562,2680396.1,2679856.11,11-0003365,133673.38,134213.37,0
122,PAYMENT,576.8,4710761087145850,3964637.54,3964060.73,15-0009716,267404.56,267981.36,0
46,TRANSFER,73294.25,4385747767997037,3524915.45,3451621.19,4733296107713869,55234.07,128528.32,0
115,TRANSFER,19952.86,4015178174260751,753170.48,733217.62,4156520365234138,0.0,19952.86,0
50,TRANSFER,19769.43,4783350302902790,567374.67,547605.24,4897385018647571,19718.38,39487.81,0
101,TRANSFER,24711.79,4755405470682170,2281516.86,2256805.07,4199144522236545,16840.63,41552.41,1
141,DEPOSIT,194610.27,4567521439606569,1461805.07,1656415.34,83-0009477,309427.65,309427.65,0
16,WITHDRAWAL,167618.33,4823319247236574,3413899.13,3246280.79,22-0001239,6501.26,6501.26,0
108,PAYMENT,622.93,4917241242923427,2373622.11,2372999.18,13-0008285,234922.79,235545.72,0
17,DEPOSIT,180728.81,4706753683260932,1930413.42,2111142.24,98-0009326,60442.32,60442.32,0
87,PAYMENT,600.22,4471526389033313,2242718.13,2242117.91,85-0007618,171442.95,172043.16,0
21,WITHDRAWAL,122677.46,4151101394894757,3700547.35,3577869.89,84-0006533,41493.9,41493.9,0
18,TRANSFER,19896.02,4048078643252663,3559765.85,3539869.83,4485538709371814,0.0,19896.02,1
122,PAYMENT,784.66,4800386975408359,1225066.92,1224282.26,40-0002767,136807.6,137592.26,0
120,PAYMENT,614.26,4408963714036042,3599355.6,3598741.34,75-0000226,121732.87,122347.13,0
93,PAYMENT,582.67,4361435175038572,3200116.69,3199534.02,11-0007997,138636.19,139218.87,0
96,PAYMENT,633.45,4169942866745344,3111404.21,3110770.76,75-0000962,148322.62,148956.07,0
8,DEPOSIT,306566.76,4071860740506525,582876.08,889442.85,83-0004270,560.47,560.47,0
1,PAYMENT,628.92,4286490319063673,116870.95,116242.03,65-0004834,0.0,628.92,0
119,TRANSFER,16840.63,4547384260246244,1434054.86,1417214.24,4211095452622761,0.0,16840.63,1
9,TRANSFER,20099.04,4909359354602686,1000107.7,980008.66,4221941181213463,0.0,20099.04,0
101,PAYMENT,750.76,4352443184487823,2516262.89,2515512.13,46-0005064,232420.74,233171.5,0
56,TRANSFER,19733.6,4741072884421236,4099883.94,4080150.34,4704517483140103,172039.99,191773.59,0
10,DEPOSIT,52310.4,4071675659445493,911568.02,963878.42,35-0006010,9990.85,9990.85,0
19,WITHDRAWAL,56589.83,4999217315271770,3691217.33,3634627.49,39-0003157,121246.34,121246.34,0
120,PAYMENT,563.35,4770587775603299,2553604.54,2553041.2,66-0007255,108790.2,109353.54,0
22,TRANSFER,20784.24,4255654754744462,2937680.65,2916896.41,4918534762179837,57460.73,78244.97,0
18,WITHDRAWAL,86175.92,4361435175038572,3893872.57,3807696.65,66-0008305,60896.86,60896.86,0
85,TRANSFER,17133.51,4669612449667456,2354476.09,2337342.59,4665646575947559,0.0,17133.51,0
140,TRANSFER,23521.54,4837275828171040,4091052.72,4067531.18,4758407527399185,40647.96,64169.49,0
134,TRANSFER,27150.44,4887597539975883,1344881.82,1317731.38,4982635719809441,18305.03,45455.47,0
35,PAYMENT,8407.93,4591592291629510,2365888.99,2357481.06,51-0003934,44126.35,52534.28,0
83,PAYMENT,620.5,4369443899882871,254.44,254.44,30-0003205,141112.41,141112.41,0
44,TRANSFER,16857.65,4635755747355398,2566428.41,2549570.76,4595471180280626,0.0,16857.65,0
43,DEBIT,11219.64,4675364432430102,3185395.1,3174175.46,B27-0003798,0.0,0.0,0
55,PAYMENT,534.01,4783261954407212,2788694.58,2788160.57,95-0000593,105690.08,106224.09,0
42,PAYMENT,550.64,4474837847182452,3578738.48,3578187.84,80-0002963,32301.62,32852.26,0
15,DEPOSIT,78609.25,4226668001406770,2778024.44,2856633.7,55-0000829,5912.29,5912.29,0
135,PAYMENT,561.67,4364916859000001,3372532.18,3371970.52,00-0002687,232298.58,232860.24,0
36,TRANSFER,599008.08,4715910064846429,2373619.18,1774611.1,4656639470201736,158154.73,757162.8,0
9,DEPOSIT,57333.22,4336452586206799,701802.42,759135.64,15-0002808,1766.06,1766.06,0
41,DEPOSIT,152460.57,4987378370295213,2339810.85,2492271.42,75-0001801,51589.79,51589.79,0
113,PAYMENT,496.85,4220039406196182,-58099.07,-58595.92,95-0003431,131700.23,132197.09,0
47,PAYMENT,16113.54,4447409296956614,3648239.51,3632125.97,73-0003549,146737.69,162851.23,0
120,TRANSFER,19569.16,4444001705068009,1308467.98,1288898.82,4985946333921307,0.0,19569.16,0
82,PAYMENT,610.21,4210859893389087,2866110.53,2865500.33,80-0005053,85549.16,86159.37,0
37,PAYMENT,4374.96,4891109641516656,4262951.57,4258576.61,05-0009126,163796.1,168171.06,0
42,DEPOSIT,90197.87,4703907169035514,3405254.59,3495452.47,75-0004569,120572.42,120572.42,0
45,PAYMENT,603.46,4443020497435631,4731740.4,4731136.94,16-0002160,103364.31,103967.77,0
76,PAYMENT,648.89,4409271508181738,1961243.69,1960594.8,12-0002428,78396.21,79045.09,0
118,TRANSFER,16848.95,4763112069077040,-40763.1,-57612.05,4018532243973637,0.0,16848.95,1
116,TRANSFER,23795.04,4761757696757729,1973999.78,1950204.74,4197204774671260,0.0,23795.04,1
128,PAYMENT,597.9,4305896793594966,2875145.49,2874547.59,25-0005073,141292.49,141890.4,0
113,PAYMENT,542.48,4075129399022119,3341576.39,3341033.91,85-0002609,393788.36,394330.84,0
104,TRANSFER,19569.16,4799852780185956,744032.79,724463.63,4373090775521232,0.0,19569.16,0
47,DEPOSIT,18395.37,4558525404864211,3805192.25,3823587.61,12-0008138,44598.32,44598.32,0
35,PAYMENT,3019.29,4572664607133470,3578538.78,3575519.49,39-0003157,155945.68,158964.97,0
131,TRANSFER,16896.95,4044371317629504,1743809.8,1726912.85,4037138420928258,0.0,16896.95,0
80,TRANSFER,18533.84,4669128648178054,3324595.3,3306061.46,4455993215240175,16959.07,35492.91,0
20,TRANSFER,27331.99,4790092918847255,2941725.55,2914393.55,4548693855402775,0.0,27331.99,1
110,TRANSFER,16840.63,4047672866394946,2781877.88,2765037.25,4461557448262462,57142.87,73983.5,0
16,TRANSFER,21583.63,4656828352274891,4116022.11,4094438.48,4116130630463287,164901.71,186485.34,1
139,WITHDRAWAL,86700.25,4210296312879275,3514652.62,3427952.36,12-0009899,323358.38,323358.38,0
133,PAYMENT,730.0,4860259190743123,-149621.44,-149621.44,93-0009619,138132.87,138132.87,0
26,TRANSFER,23981.81,4539407427411540,3463545.05,3439563.24,4195753013824884,0.0,23981.81,1
138,DEPOSIT,41553.36,4388753807895220,2908375.65,2949929.01,14-0000579,227875.4,227875.4,0
132,TRANSFER,19847.01,4637263957940791,2914745.4,2894898.39,4190557130027452,0.0,19847.01,1
20,TRANSFER,73670.12,4553734359326722,3724414.17,3650744.04,4534223293040148,861655.2,935325.32,0
93,PAYMENT,8794.17,4345843900914382,2326615.31,2317821.14,64-0003419,188734.33,197528.49,0
137,PAYMENT,17877.94,4710014003304312,3587164.88,3569286.94,37-0001442,188564.22,206442.17,0
94,TRANSFER,41008.39,4581503760121063,1460017.99,1419009.6,4108222744017917,84634.94,125643.33,1
25,TRANSFER,32949.05,4049616125746931,5113519.05,5080570.0,4257531597833793,347891.05,380840.1,0
130,PAYMENT,628.92,4713667206104248,1754245.25,1753616.33,78-0002277,187998.63,188627.55,0
120,TRANSFER,17298.25,4602034808989910,1682423.07,1665124.82,4769659246956755,90721.67,108019.92,0
123,PAYMENT,599.37,4046183683468492,3214765.14,3214165.78,94-0000312,142424.4,143023.76,0
36,PAYMENT,19308.7,4753944895328243,3761426.05,3742117.35,03-0005149,139437.91,158746.61,0
34,PAYMENT,560.04,4663458895413664,1980903.37,1980343.33,94-0004579,92018.65,92578.69,0
15,TRANSFER,24123.25,4338270608545640,2365514.03,2341390.79,4739840398267558,0.0,24123.25,0
85,TRANSFER,28778.17,4583672967894026,3717340.04,3688561.87,4995010003140124,0.0,28778.17,0
72,PAYMENT,599.37,4040130315576768,1918240.23,1917640.87,60-0002340,64875.81,65475.17,0
141,WITHDRAWAL,144974.59,4427331074463791,4057950.4,3912975.81,83-0007315,125613.05,125613.05,0
53,TRANSFER,95771.16,4923067516008492,3284579.02,3188807.86,4785263368720188,0.0,95771.16,1
33,TRANSFER,21103.99,4862232806896336,3961383.89,3940279.89,4568893753578636,0.0,21103.99,0
23,PAYMENT,632.66,4851430032854417,3258090.64,3257457.98,21-0004568,100701.86,101334.53,0
15,DEPOSIT,61781.24,4705230375275750,979951.34,1041732.59,05-0003202,56085.16,56085.16,0
42,DEPOSIT,133282.82,4691619510676151,3418069.12,3551351.94,54-0008048,114568.7,114568.7,0
11,DEPOSIT,151053.12,4401597388521181,3713041.59,3864094.72,75-0001153,20517.78,20517.78,0
123,PAYMENT,697.48,4742301921249634,2110734.03,2110036.55,23-0009426,229857.56,230555.04,0
85,TRANSFER,17443.62,4000613563343203,4758949.23,4741505.61,4813067534856701,0.0,17443.62,0
42,PAYMENT,2608.14,4057148760076639,3612786.06,3610177.92,62-0000404,69718.62,72326.76,0
137,DEPOSIT,231393.46,4801687545009950,2470632.96,2702026.42,57-0000036,277040.74,277040.74,0
80,PAYMENT,515.91,4604755169173821,3086037.99,3085522.08,10-0008504,197646.2,198162.1,0
63,PAYMENT,534.01,4912952559357547,3029911.56,3029377.55,83-0003678,103948.73,104482.73,0
38,PAYMENT,1126.14,4074716304662905,2734906.5,2733780.36,06-0002771,55984.27,57110.41,0
18,PAYMENT,596.16,4206237280486913,4850080.36,4849484.19,15-0009716,56199.16,56795.32,0
19,WITHDRAWAL,255667.71,4226880948918151,4105205.78,3849538.07,75-0009221,33843.36,33843.36,0
20,TRANSFER,18533.84,4527121554467084,1093641.38,1075107.54,4266876282743214,51234.7,69768.55,0
44,TRANSFER,32949.05,4552699160196401,4411989.61,4379040.56,4153964202703611,53187.09,86136.14,0
18,PAYMENT,578.71,4541266626528827,4503108.84,4502530.13,22-0001597,44975.93,45554.64,0
38,DEPOSIT,14509.98,4338617471094264,2890254.29,2904764.27,12-0005666,84572.36,84572.36,0
132,TRANSFER,19220.28,4552699160196401,2988150.37,2968930.1,4237405605715794,146946.55,166166.83,0
23,TRANSFER,17572.83,4669128648178054,4035314.52,4017741.69,4042482137793610,17572.83,35145.66,0
22,TRANSFER,40116.9,4009045696683794,4871834.44,4831717.54,4437091396663779,141253.51,181370.41,0
23,PAYMENT,5782.92,4729851304404278,2561954.75,2556171.82,88-0008680,57017.68,62800.6,0
20,PAYMENT,6676.8,4006282493993984,2213540.52,2206863.72,23-0000154,61401.32,68078.11,0
17,PAYMENT,600.22,4795797694725674,1542925.03,1542324.81,31-0000430,17002.15,17602.37,0
104,PAYMENT,535.56,4108600784263428,3357637.88,3357102.31,99-0000322,149272.97,149808.53,0
12,TRANSFER,74951.34,4919163941501478,831243.7,756292.36,4938383595979260,51771.72,126723.06,0
137,PAYMENT,568.12,4551947910368536,3291.35,2723.23,00-0000863,361527.7,362095.82,0
42,PAYMENT,534.48,4343667735065827,3409785.04,3409250.56,20-0003699,44105.62,44640.1,0
45,TRANSFER,470661.72,4180273637872398,4005766.26,3535104.53,4424228715276520,17443.62,488105.34,0
52,TRANSFER,74004.98,4061541677207103,3581302.57,3507297.59,4373066836531717,130366.26,204371.24,0
110,PAYMENT,700.8,4836234537051135,2812391.8,2811691.01,91-0003402,185770.94,186471.73,0
62,TRANSFER,16848.95,4240781244422769,3307181.74,3290332.79,4110325412065906,97629.66,114478.61,1
22,PAYMENT,632.66,4522125065946119,3052250.69,3051618.03,78-0009226,37535.74,38168.4,0
70,TRANSFER,17160.96,4493296663358851,3050825.57,3033664.6,4250459156335231,144352.82,161513.78,0
65,TRANSFER,41649.15,4360579409293775,3106982.0,3065332.85,4841346360870432,33719.05,75368.2,0
16,DEPOSIT,5103.36,4815980742486848,3248364.65,3253468.01,44-0002872,14173.81,14173.81,0
114,PAYMENT,575.58,4813291452415510,3178648.4,3178072.81,82-0008306,231242.38,231817.96,0
44,DEPOSIT,167423.19,4814794132694346,4186891.53,4354314.72,64-0000924,88287.22,88287.22,0
110,TRANSFER,19220.28,4944954366673076,2408998.79,2389778.52,4451639749768280,105630.24,124850.52,0
77,TRANSFER,17443.62,4454291728227941,946075.73,928632.12,4390628950784320,0.0,17443.62,0
93,TRANSFER,21583.63,4448086515644590,2382220.47,2360636.84,4929868239324809,0.0,21583.63,1
67,PAYMENT,686.48,4979940680674781,3495624.38,3494937.9,62-0008970,183721.07,184407.55,0
127,TRANSFER,16848.95,4409998176542300,1374740.85,1357891.9,4125029114580849,0.0,16848.95,0
42,DEPOSIT,129828.36,4593969983757239,3635424.19,3765252.55,26-0002318,182863.65,182863.65,0
120,TRANSFER,17341.61,4311861935684150,1586045.7,1568704.09,4809033505084877,152149.44,169491.05,0
47,PAYMENT,7069.02,4051875548329155,3943586.32,3936517.3,84-0004450,62361.56,69430.58,0
28,TRANSFER,23931.79,4805288590612396,3394542.43,3370610.64,4150680921390307,17223.37,41155.16,1
112,PAYMENT,544.9,4619964102712512,1561838.7,1561293.8,10-0005025,151818.61,152363.52,0
43,PAYMENT,627.73,4995956384439586,278918.59,278290.86,26-0009178,104386.2,105013.93,0
12,DEPOSIT,134935.1,4638961486675023,1291563.85,1426498.95,64-0000924,1903.91,1903.91,0
95,TRANSFER,17572.83,4643454043056674,2751248.82,2733676.0,4416894206683373,17847.4,35420.23,0
19,PAYMENT,730.0,4434356654976384,2460073.8,2459343.81,65-0005025,15753.11,16483.11,0
132,PAYMENT,534.01,4499218375354303,2354840.54,2354306.53,75-0009473,120948.63,121482.63,0
10,PAYMENT,619.38,4581503760121063,1075335.86,1074716.49,86-0001355,4930.58,5549.96,0
101,PAYMENT,697.48,4116102262565044,1189919.63,1189222.15,82-0000105,197794.24,198491.71,0
22,DEPOSIT,196992.09,4369443899882871,1645048.43,1842040.52,81-0009760,63071.9,63071.9,0
50,PAYMENT,675.68,4543857401817639,2779446.38,2778770.69,65-0006946,111214.27,111889.96,0
65,PAYMENT,591.22,4644852185625587,1705153.15,1704561.93,52-0009439,152112.48,152703.71,0
103,PAYMENT,622.93,4707273122805337,1714088.11,1713465.18,13-0004154,112941.04,113563.97,0
123,TRANSFER,39457.09,4830296197785894,550558.48,511101.4,4710279785743074,41529.53,80986.62,1
90,TRANSFER,16908.07,4679270631743631,1906146.79,1889238.73,4907441202927648,17108.16,34016.23,1
62,TRANSFER,39229.96,4977803892822550,2457855.64,2418625.68,4669052361522126,0.0,39229.96,0
141,PAYMENT,542.48,4710951123415108,1940343.64,1939801.16,84-0007177,140384.01,140926.49,0
139,WITHDRAWAL,44569.6,4322583531328480,4557376.84,4512807.24,00-0005387,113900.09,113900.09,0
